user,item,timestamp,state_label,source_outgoing_tx_count,source_incoming_tx_count,source_incoming_value_list,source_outgoing_value_list,source_incoming_tx_volume,source_outgoing_tx_volume,source_incoming_value_variance,source_outgoing_value_variance,source_activity_rate,source_change_in_activity,source_time_since_last,source_tx_volume,source_ico_participation,source_flash_loan,source_token_airdrop,source_phishing,source_frequent_large_transfers,source_gas_price,source_token_swaps,source_smart_contract_interactions,source_last_transaction_block,target_outgoing_tx_count,target_incoming_tx_count,target_incoming_value_list,target_outgoing_value_list,target_incoming_tx_volume,target_outgoing_tx_volume,target_incoming_value_variance,target_outgoing_value_variance,target_activity_rate,target_change_in_activity,target_time_since_last,target_tx_volume,target_ico_participation,target_flash_loan,target_token_airdrop,target_phishing,target_frequent_large_transfers,target_gas_price,target_token_swaps,target_smart_contract_interactions,target_last_transaction_block
0xc4761C3170785339A60a4a50B10853FD79Fb535a,0x258024FDf43E9d035769128C5BE52C1722a87590,1695113567,0,1,0,[],[0],0,0,0,0,0.047619047619047616,1,0,0,False,False,False,False,False,0,0,0,18168890,0,1,[0],[],0,0,0,0,0.047619047619047616,1,0,0,False,False,False,False,False,0,0,0,18168890
0xAd4A47F5ade8C623a97bA9D55B26e1e6A32aDD75,0x258024FDf43E9d035769128C5BE52C1722a87590,1695113567,0,1,0,[],[0],0,0,0,0,0.047619047619047616,1,0,0,False,False,False,False,False,0,0,0,18168890,0,1,[0],[],0,0,0,0,0.047619047619047616,1,0,0,False,False,False,False,False,0,0,0,18168890
0x28E09d65CbFfc55b4B7d7c71d43846D0994B7e4B,0x258024FDf43E9d035769128C5BE52C1722a87590,1695113567,0,1,0,[],[0],0,0,0,0,0.047619047619047616,1,0,0,False,False,False,False,False,0,0,0,18168890,0,1,[0],[],0,0,0,0,0.047619047619047616,1,0,0,False,False,False,False,False,0,0,0,18168890
0x0BD3EB12572418B5623Dc753198b2150a1982EEF,0x258024FDf43E9d035769128C5BE52C1722a87590,1695113567,0,1,0,[],[0],0,0,0,0,0.047619047619047616,1,0,0,False,False,False,False,False,0,0,0,18168890,0,1,[0],[],0,0,0,0,0.047619047619047616,1,0,0,False,False,False,False,False,0,0,0,18168890
0xA40ADBd16065C31260c1ceA5E307aEf18Ff180ff,0x258024FDf43E9d035769128C5BE52C1722a87590,1695113567,0,1,0,[],[0],0,0,0,0,0.047619047619047616,1,0,0,False,False,False,False,False,0,0,0,18168890,0,1,[0],[],0,0,0,0,0.047619047619047616,1,0,0,False,False,False,False,False,0,0,0,18168890
0x1E01F136448a77e59AAf4528d04219BE0FF18Fb5,0x258024FDf43E9d035769128C5BE52C1722a87590,1695113567,0,1,0,[],[0],0,0,0,0,0.047619047619047616,1,0,0,False,False,False,False,False,0,0,0,18168890,0,1,[0],[],0,0,0,0,0.047619047619047616,1,0,0,False,False,False,False,False,0,0,0,18168890
0xcA7e6BD7c2B690a738586FF1D88Deb3A6c08446a,0x258024FDf43E9d035769128C5BE52C1722a87590,1695113567,0,1,0,[],[0],0,0,0,0,0.047619047619047616,1,0,0,False,False,False,False,False,0,0,0,18168890,0,1,[0],[],0,0,0,0,0.047619047619047616,1,0,0,False,False,False,False,False,0,0,0,18168890
0xc0867f635B38Aef9A2e4BFeCCb65828b9a783830,0xd5FBDa4C79F38920159fE5f22DF9655FDe292d47,1695113567,24162418175341000,1,0,[],[24162418175341000],0,24162418175341000,0,0,0.047619047619047616,1,0,24162418175341000,False,False,False,False,False,0,0,0,18168890,0,1,[99722765889049000],[],99722765889049000,0,0,0,0.047619047619047616,1,13,99722765889049000,False,False,False,False,False,0,0,0,18168877
0xd5FBDa4C79F38920159fE5f22DF9655FDe292d47,0x178F4069227fB3fAc0447308dA7e3c79aE009d92,1695113531,31539718942129400,0,1,[99722765889049000],[],99722765889049000,0,0,0,0.047619047619047616,1,13,99722765889049000,False,False,False,False,False,0,0,0,18168877,0,1,[31539718942129400],[],31539718942129400,0,0,0,0.047619047619047616,1,3,31539718942129400,False,False,False,False,False,0,0,0,18168887
0x081a97659c5De6407e3DB32A114Ac53E3177484c,0xF411903cbC70a74d22900a5DE66A2dda66507255,1695113567,0,0,1,[634938000000000],[],634938000000000,0,0,0,0.047619047619047616,1,1,634938000000000,False,False,False,False,False,0,0,0,18168889,0,1,[0],[],0,0,0,0,0.047619047619047616,1,19,0,False,False,False,False,False,0,0,0,18168871
0x94896eb39E4Bf61513283cc054058Cde06821C97,0x77EDAE6A5f332605720688C7Fda7476476e8f83f,1695113567,65000000000000000,1,0,[],[65000000000000000],0,65000000000000000,0,0,0.047619047619047616,1,0,65000000000000000,False,False,False,False,False,0,0,0,18168890,0,1,[100000000000000000],[],100000000000000000,0,0,0,0.047619047619047616,1,18,100000000000000000,False,False,False,False,False,0,0,0,18168872
